"file_id","input_path","output_path","score","Roll","q1","q2","q3","q4","q5","q6","q7","q9","q10","q11","q11","q12","q13","q14","q15","q16","q17"
"image4.jpg","inputs/sample1/class2/image4.jpg","outputs/sample1/class2/Manual/MultiMarkedFiles/image4.jpg","NA","","A","C","B","B","","","","","C","B","B","D","D","C","B","AD","A"
"image4.jpg","inputs/sample1/class2/image4.jpg","outputs/sample1/class2/Manual/MultiMarkedFiles/image4.jpg","NA","","A","C","B","B","","","","","C","B","B","D","D","C","B","AD","A"
"image4.jpg","inputs/sample1/class2/image4.jpg","outputs/sample1/class2/Manual/MultiMarkedFiles/image4.jpg","NA","","A","C","B","B","","","","","C","B","B","D","D","C","B","AD","A"
"image4.jpg","inputs/sample1/class2/image4.jpg","outputs/sample1/class2/Manual/MultiMarkedFiles/image4.jpg","NA","","A","C","B","B","","","","","C","B","B","D","D","C","B","AD","A"
"image4.jpg","inputs/sample1/class2/image4.jpg","outputs/sample1/class2/Manual/MultiMarkedFiles/image4.jpg","NA","","A","C","B","B","","","","","C","B","B","D","D","C","B","AD","A"
"image4.jpg","inputs/sample1/class2/image4.jpg","outputs/sample1/class2/Manual/MultiMarkedFiles/image4.jpg","NA","","A","C","B","B","","","","","C","B","B","D","D","C","B","AD","A"
"image4.jpg","inputs/sample1/class2/image4.jpg","outputs/sample1/class2/Manual/MultiMarkedFiles/image4.jpg","NA","","A","C","B","B","","","","","C","B","B","D","D","C","B","AD","A"
"image4.jpg","inputs/sample1/class2/image4.jpg","outputs/sample1/class2/Manual/MultiMarkedFiles/image4.jpg","NA","","A","C","B","B","","","","","C","B","B","D","D","C","B","AD","A"
"image4.jpg","inputs/sample1/class2/image4.jpg","outputs/sample1/class2/Manual/MultiMarkedFiles/image4.jpg","NA","","A","C","B","B","","","","","C","B","B","D","D","C","B","AD","A"
