"file_id","input_path","output_path","score","Roll","q1","q2","q3","q4","q5","q6","q7","q9","q10","q11","q11","q12","q13","q14","q15","q16","q17","q18","q19","q20"
"Screenshot from 2020-10-07 00-11-03.png","inputs/sample4/class4/Screenshot from 2020-10-07 00-11-03.png","./sample4/class4/CheckedOMRs/class4_Screenshot from 2020-10-07 00-11-03.png","0","E413720010","C","D","D","C","08","39","02","14","B","B","B","B","B","C","C","C","D","D","",""
