"file_id","input_path","output_path","score","Roll","q1","q2","q3","q4","q5","q6","q7","q9","q10","q11","q11","q12","q13","q14","q15","q16","q17"
"sheet1.jpg","inputs/sample1/class3/sheet1.jpg","./sample1/class3/Manual/MultiMarkedFiles/sheet1.jpg","NA","","A","C","B","B","","","","","C","B","B","D","D","C","B","AD","A"
"sheet1.jpg","inputs/sample1/class3/sheet1.jpg","./sample1/class3/Manual/MultiMarkedFiles/sheet1.jpg","NA","","A","C","B","B","","","","","C","B","B","D","D","C","B","AD","A"
"sheet1.jpg","inputs/sample1/class3/sheet1.jpg","./sample1/class3/Manual/MultiMarkedFiles/sheet1.jpg","NA","","A","C","B","B","","","","","C","B","B","D","D","C","B","AD","A"
"sheet1.jpg","inputs/sample1/class3/sheet1.jpg","./sample1/class3/Manual/MultiMarkedFiles/sheet1.jpg","NA","","A","C","B","B","","","","","C","B","B","D","D","C","B","AD","A"
